Claim,Subsection,label,deepset/gbert-base,deepset/gbert-large,deepset/gelectra-base,deepset/gelectra-large
"Das Tragen einer Mund-Nasen-Bedeckung ist überall dort Pflicht, wo das Einhalten von Abständen nicht möglich ist, zum Beispiel auf Märkten, auf Parkplätzen, in Warteschlange oder vor Geschäften.","Schulen haben eine Anwesenheitsdokumentation über die Anwesenheit von schulfremden Personen zu führen, soweit geschlossene Räume betroffen sind. Zu den schulfremden Personen zählen neben Besucherinnen und Besuchern auch die Erziehungsberechtigten sowie weitere Personen, die nicht regelhaft an der Schule tätig sind. Eine Anwesenheitsdokumentation im Sinne von Satz 1 ist auch für die Teilnahme schulfremder Personen an schulischen Veranstaltungen zu führen, soweit die Veranstaltung ganz oder teilweise im Freien stattfindet. Zusätzlich zu den in § 3 Absatz 2 Satz 1 der SARS-CoV-2-Infektionsschutzverordnung genannten Angaben sind auch der Ort der Anwesenheit in der Schule oder die Raumnummer anzugeben.",False,0,0,0,0
"Private Zusammenkünfte mit Freunden, Verwandten und Bekannten sind auf maximal fünf Personen des eigenen und eines weiteren Haushalts beschränkt.",Abweichend von Absatz 1 und 2 sind private Veranstaltungen oder private Zusammenkünfte nur im Kreise der in § 1 Absatz 3 genannten Personen oder mit Angehörigen eines weiteren Haushaltes gestattet; es gilt eine Personenobergrenze von höchstens fünf zeitgleich anwesenden Personen. Kinder bis zur Vollendung des 12. Lebensjahres werden nicht mitgezählt.,True,1,1,1,1
"Private Zusammenkünfte mit Freunden, Verwandten und Bekannten sind auf maximal fünf Personen des eigenen und eines weiteren Haushalts beschränkt.","Diese Verordnung tritt am Tag nach der Verkündung im Gesetz- und Verordnungsblatt für Berlin in Kraft; sie tritt am Tag des Außerkrafttretens der SARS-CoV-2-Infektionsschutzverordnung in der jeweils geltenden Fassung außer Kraft. Die für Gesundheit zuständige Senatsverwaltung veranlasst die Bekanntmachung des Tages des Außerkrafttretens im Gesetz- und Verordnungsblatt für Berlin. Berlin, den 3. November 2020 Senatsverwaltung für Gesundheit, Dilek Kalayci",False,0,0,0,0
Im Freien dürfen sich von 23.00 Uhr bis 6.00 Uhr nur noch fünf Personen oder Menschen aus zwei Haushalten versammeln.,"Der Aufenthalt im öffentlichen Raum im Freien, insbesondere auf Straßen, Wegen, Plätzen und in Grünanlagen ist in der Zeit von 23 Uhr bis 6 Uhr des Folgetages nur allein, im Kreise der in § 1 Absatz 3 genannten Personen, sowie für bis zu fünf Personen aus mehreren Haushalten oder Angehörigen von zwei Haushalten gestattet. § 5 Absatz 7 und § 6 bleiben unberührt.",True,1,1,1,1
Im Freien dürfen sich von 23.00 Uhr bis 6.00 Uhr nur noch fünf Personen oder Menschen aus zwei Haushalten versammeln.,"Von § 8 Absatz 1 Satz 1 nicht erfasst sind Personen, die über ein ärztliches Zeugnis nebst aktuellem Laborbefund in deutscher oder in englischer Sprache verfügen, welches bestätigt, dass keine Anhaltspunkte für das Vorliegen einer Infektion mit dem Coronavirus SARS-CoV-2 vorhanden sind. Das ärztliche Zeugnis nach Satz 1 muss sich auf eine molekularbiologische Testung auf das Vorliegen einer Infektion mit dem Coronavirus SARS-CoV-2 stützen, die in einem Mitgliedstaat der Europäischen Union oder einem sonstigen durch das Robert Koch-Institut veröffentlichten Staat durchgeführt worden ist; diese Testung darf, soweit sie vor Einreise in die Bundesrepublik Deutschland stattgefunden hat, höchstens 48 Stunden vor Einreise in die Bundesrepublik Deutschland vorgenommen worden sein. Das ärztliche Zeugnis nach Satz 1 und 2 ist dem zuständigen Gesundheitsamt nach dessen Aufforderung unverzüglich, spätestens jedoch nach 72 Stunden, vorzulegen und für mindestens 14 Tage nach der Einreise aufzubewahren. § 8 Absatz 2 bleibt unberührt.",False,0,0,1,0
Nachts dürfen sich im öffentlichen Raum im Freien von 23.00 Uhr bis 06.00 Uhr nur noch maximal fünf Personen oder Angehörige von zwei Haushalten versammeln.,"Der Aufenthalt im öffentlichen Raum im Freien, insbesondere auf Straßen, Wegen, Plätzen und in Grünanlagen ist in der Zeit von 23 Uhr bis 6 Uhr des Folgetages nur allein, im Kreise der in § 1 Absatz 3 genannten Personen, sowie für bis zu fünf Personen aus mehreren Haushalten oder Angehörigen von zwei Haushalten gestattet. § 5 Absatz 7 und § 6 bleiben unberührt.",True,1,1,1,1
Nachts dürfen sich im öffentlichen Raum im Freien von 23.00 Uhr bis 06.00 Uhr nur noch maximal fünf Personen oder Angehörige von zwei Haushalten versammeln.,"Die Verantwortlichen im Sinne des Absatz 1 haben anwesenden Personen, die unvollständige oder offensichtlich falsche Angaben machen, den Zutritt oder den weiteren Verbleib zu verwehren.",False,0,0,0,0
An privaten Feiern in geschlossenen Räumen dürfen nur noch maximal 10 Personen teilnehmen.,Abweichend von Absatz 1 und Absatz 2 sind private Veranstaltungen und private Zusammenkünfte im Freien mit mehr als 50 zeitgleich Anwesenden verboten. Private Veranstaltungen und private Zusammenkünfte in geschlossenen Räumen mit mehr als 10 zeitgleich Anwesenden sind verboten.,True,1,1,1,1
An privaten Feiern in geschlossenen Räumen dürfen nur noch maximal 10 Personen teilnehmen.,Patientinnen und Patienten dürfen einmal am Tag durch eine Person für eine Stunde Besuch empfangen.,False,0,0,0,0
"Die maximal erlaubte Teilnehmerzahl bei Messen, Tagungen und gewerblichen Freizeitangeboten im Innenbereich liegt bei 1000. Draußen dürfen bei solchen Veranstaltungen bis zu 5000 Menschen zusammenkommen.",Bis zum Ablauf des 31. Dezember 2020 sind Veranstaltungen im Freien mit mehr als 5 000 zeitgleich Anwesenden verboten.,True,1,1,1,1
"Die maximal erlaubte Teilnehmerzahl bei Messen, Tagungen und gewerblichen Freizeitangeboten im Innenbereich liegt bei 1000. Draußen dürfen bei solchen Veranstaltungen bis zu 5000 Menschen zusammenkommen.","Mit Inkrafttreten dieser Verordnung tritt die SARS-CoV-2-Eindämmungsmaßnahmenverordnung vom 22. März 2020, verkündet am 22. März 2020 gemäß § 2 Absatz 1 des Gesetzes über die Verkündung von Gesetzen und Rechtsverordnungen vom 29. Januar 1953 (GVBl. S. 106), das zuletzt durch Artikel V des Gesetzes vom 9. November 1995 (GVBl. S. 794) geändert worden ist, und nachträglich im Gesetz- und Verordnungsblatt für Berlin (GVBl. S. 220) bekanntgemacht worden ist, zuletzt geändert durch Verordnung vom 16. Juni 2020, die ebenfalls gemäß §§ 2 Absatz 1 des Gesetzes über die Verkündung von Gesetzen und Rechtsverordnungen am 16. Juni 2020 verkündet und nachträglich im Gesetz- und Verordnungsblatt für Berlin (GVBl. S. 557) bekanntgemacht worden ist, außer Kraft; für bis zu diesem Zeitpunkt auf Grund der SARS-CoV-2-Eindämmungsmaßnahmenverordnung bereits eingeleitete Ordnungswidrigkeitenverfahren ist die SARS-CoV-2-Eindämmungsmaßnahmenverordnung in der jeweils zum Tatzeitpunkt geltenden Fassung weiter anzuwenden.",False,0,0,0,0
"Die maximal erlaubte Teilnehmerzahl bei Messen, Tagungen und gewerblichen Freizeitangeboten im Innenbereich liegt bei 1000. Draußen dürfen bei solchen Veranstaltungen bis zu 5000 Menschen zusammenkommen.",Bis zum Ablauf des 31. Dezember 2020 sind Veranstaltungen in geschlossenen Räumen mit mehr als 1 000 zeitgleich Anwesenden verboten.,True,1,1,1,1
"Die maximal erlaubte Teilnehmerzahl bei Messen, Tagungen und gewerblichen Freizeitangeboten im Innenbereich liegt bei 1000. Draußen dürfen bei solchen Veranstaltungen bis zu 5000 Menschen zusammenkommen.","Diese Verordnung tritt am Tage nach der Verkündung im Gesetz- und Verordnungsblatt für Berlin in Kraft. Sie tritt mit Ablauf des 31. Dezember 2020 außer Kraft. Berlin, den 13. Oktober 2020 Senatsverwaltung für Gesundheit, Dilek Kalayci",False,0,0,0,0
"Ebenfalls einen negativen Corona-Test müssen Reisende aus Risikogebieten in Berlin vorweisen, heißt es am Freitag. Ansonsten droht eine zweiwöchige Quarantäne.","Von § 8 Absatz 1 Satz 1 nicht erfasst sind Personen, die über ein ärztliches Zeugnis nebst aktuellem Laborbefund in deutscher oder in englischer Sprache verfügen, welches bestätigt, dass keine Anhaltspunkte für das Vorliegen einer Infektion mit dem Coronavirus SARS-CoV-2 vorhanden sind, und dieses der zuständigen Behörde auf Verlangen unverzüglich vorlegen. Das ärztliche Zeugnis nach Satz 1 muss sich auf eine molekularbiologische Testung auf das Vorliegen einer Infektion mit dem Coronavirus SARS-CoV-2 stützen, die in einem Mitgliedstaat der Europäischen Union oder einem sonstigen durch das Robert-Koch-Institut veröffentlichten Staat durchgeführt und höchstens 48 Stunden vor Einreise in die Bundesrepublik Deutschland vorgenommen worden ist. Das ärztliche Zeugnis nach Satz 1 ist für mindestens 14 Tage nach der Einreise aufzubewahren.",True,0,1,1,1
"Ebenfalls einen negativen Corona-Test müssen Reisende aus Risikogebieten in Berlin vorweisen, heißt es am Freitag. Ansonsten droht eine zweiwöchige Quarantäne.","Eine Mund-Nasen-Bedeckung ist in geschlossenen Räumen zu tragen 1. von Fahrgästen und von nicht fahrzeugführendem Personal bei der Benutzung öffentlicher Verkehrsmittel einschließlich der Bahnhöfe, Flughäfen und Fährterminals sowie sonstiger Fahrzeuge mit wechselnden Fahrgästen, 2. von Kundinnen und Kunden in Einzelhandelsgeschäften aller Art sowie in Handwerks-, Dienstleistungs- und anderen Gewerbebetrieben mit Publikumsverkehr, in Dienstleistungs- und Handwerksbetrieben im Bereich der körpernahen Dienstleistungen wie insbesondere Friseurbetriebe, Kosmetikstudios, Massagepraxen, Tattoo-Studios und ähnliche Betriebe, auch von körpernah tätigem Personal, 3. in Gaststätten von Personal mit Gästekontakt und Gästen, soweit sie sich nicht auf ihrem Sitzplatz aufhalten, 4. von Besucherinnen und Besuchern in Kinos, Theatern, Konzert- und Opernhäusern, Bibliotheken, Archiven, Spielhallen, Spielbanken, Wettvermittlungsstellen und ähnlichen Betrieben, soweit sie sich nicht auf ihrem Sitzplatz aufhalten, in Museen, Gedenkstätten und ähnlichen Kultur- und Bildungseinrichtungen, 5. in Arztpraxen und anderen Gesundheitseinrichtungen von Patientinnen und Patienten sowie ihren Begleitpersonen unter der Voraussetzung, dass die jeweilige medizinische Behandlung dem nicht entgegensteht, 6. in Krankenhäusern und Pflegeeinrichtungen von Besucherinnen und Besuchern sowie von Patientinnen und Patienten beziehungsweise Bewohnerinnen und Bewohnern, sofern sie sich außerhalb ihres Zimmers aufhalten oder Besuch empfangen, 7. in gedeckten Sportanlagen einschließlich Hallenbädern, Fitness- und Tanzstudios und ähnlichen der Sportausübung dienenden Räumen, außer während der Sportausübung und 8. in der beruflichen Bildung bei notwendiger Unterschreitung des Mindestabstands von 1,5 Metern mit Ausnahme der beruflichen Schulen.",False,0,0,1,1
"Ebenfalls einen negativen Corona-Test müssen Reisende aus Risikogebieten in Berlin vorweisen, heißt es am Freitag. Ansonsten droht eine zweiwöchige Quarantäne.","Personen, die auf dem Land-, See- oder Luftweg aus dem Ausland in das Land Berlin einreisen und sich zu einem beliebigen Zeitpunkt innerhalb von 14 Tagen vor Einreise in einem Risikogebiet nach Absatz 4 aufgehalten haben, sind verpflichtet, sich unverzüglich nach der Einreise auf direktem Weg in die eigene Häuslichkeit oder eine andere geeignete Unterkunft zu begeben und sich für einen Zeitraum von 14 Tagen nach ihrer Einreise ständig dort abzusondern; dies gilt auch für Personen, die zunächst in ein anderes Land der Bundesrepublik Deutschland eingereist sind. Den in Satz 1 genannten Personen ist es in diesem Zeitraum nicht gestattet, Besuch von Personen zu empfangen, die nicht ihrem Hausstand angehören.",True,1,1,1,1
"Ebenfalls einen negativen Corona-Test müssen Reisende aus Risikogebieten in Berlin vorweisen, heißt es am Freitag. Ansonsten droht eine zweiwöchige Quarantäne.","Schwimmbäder, Frei- und Strandbäder dürfen nur mit Genehmigung des örtlich zuständigen Gesundheitsamtes geöffnet werden.",False,0,0,0,0
"Ausgenommen von der Quarantänepflicht sind Menschen, die keine COVID19-Symptome zeigen und aus ihrem Reiseland einen aktuellen, negativen Coronatest vorweisen können.","Von § 8 Absatz 1 Satz 1 nicht erfasst sind, 1. Personen, deren Tätigkeit für die Aufrechterhaltung a) der Funktionsfähigkeit des Gesundheitswesens, insbesondere Ärztinnen und Ärzte, Pflegekräfte, unterstützendes medizinisches Personal und 24-Stunden-Betreuungskräfte, b) der öffentlichen Sicherheit und Ordnung, c) der Funktionsfähigkeit der Rechtspflege und d) der Funktionsfähigkeit von kritischen Infrastrukturen 2.zwingend notwendig ist; die zwingende Notwendigkeit ist durch den Dienstherrn, Arbeitgeber oder Auftraggeber zu bescheinigen, a) Personen, die einreisen b) zum Zwecke des Besuchs von Verwandten ersten oder zweiten Grades, des nicht dem gleichen Hausstand angehörigen Ehegatten oder Lebensgefährten oder eines gemeinsamen oder geteilten Sorge oder Umgangsrechts, c) auf Grund einer dringenden medizinischen Behandlung oder 3. des Beistands oder zur Pflege schutz- oder hilfebedürftiger Personen, 4. Personen, die sich für bis zu fünf Tage zwingend notwendig und unaufschiebbar beruflich veranlasst, wegen ihrer Ausbildung oder ihres Studiums in einem Risikogebiet nach § 8 Absatz 4 aufgehalten haben oder in das Bundesgebiet einreisen; die zwingende Notwendigkeit ist durch den Arbeitgeber, Auftraggeber oder die Bildungseinrichtung zu bescheinigen, 5. Personen, die zur Vorbereitung, Teilnahme, Durchführung und Nachbereitung internationaler Sportveranstaltungen durch das jeweilige Organisationskomitee akkreditiert werden oder von einem Bundessportfachverband zur Teilnahme an Trainings- und Lehrgangsmaßnahmen eingeladen sind oder a) Personen, die als Urlaubsrückkehrer aus einem Risikogebiet im Sinne des § 8 Absatz 4 zurückreisen und die unmittelbar vor Rückreise in ihrem Urlaubsort einen Test mit negativem Ergebnis in Bezug auf eine Infektion mit dem Coronavirus SARS-CoV-2 durchgeführt haben, sofern b) auf Grundlage einer Vereinbarung zwischen der Bundesrepublik Deutschland und der betroffenen nationalen Regierung vor Ort besondere epidemiologische Vorkehrungen (Schutz- und Hygienekonzept) für einen Urlaub in diesem Risikogebiet getroffen wurden (siehe Internetseite des Auswärtigen Amtes unter www.auswaertiges-amt.de sowie des Robert Koch-Instituts unter www.rki.de), c) die Infektionslage in dem jeweiligen Risikogebiet der Nichterfüllung der Verpflichtung nach § 8 Absatz 1 Satz 1 nicht entgegensteht und",True,1,1,1,1
"Ausgenommen von der Quarantänepflicht sind Menschen, die keine COVID19-Symptome zeigen und aus ihrem Reiseland einen aktuellen, negativen Coronatest vorweisen können.",Besuche durch mit der Seelsorge betrauten Personen und durch Urkundspersonen sind stets zulässig. Gleiches gilt für gesetzlich vorgesehene Anhörungen.,False,0,0,0,0
"Ausgenommen von der Quarantänepflicht sind Menschen, die keine COVID19-Symptome zeigen und aus ihrem Reiseland einen aktuellen, negativen Coronatest vorweisen können.","Die Absätze 1 bis 5 gelten nur, soweit die dort bezeichneten Personen keine typischen Symptome einer Infektion mit dem Coronavirus SARS-CoV-2 wie Husten, Fieber, Schnupfen oder Geruchs- und Geschmacksverlust aufweisen. Die Person nach Absatz 2 bis 5 hat zur Durchführung eines Tests einen Arzt oder ein Testzentrum aufzusuchen, wenn binnen zehn Tagen nach Einreise typische Symptome einer Infektion mit dem Coronavirus SARS-CoV-2 wie Husten, Fieber, Schnupfen oder Geruchs- und Geschmacksverlust auftreten.",True,1,1,1,0
"Ausgenommen von der Quarantänepflicht sind Menschen, die keine COVID19-Symptome zeigen und aus ihrem Reiseland einen aktuellen, negativen Coronatest vorweisen können.",Die Vorgabe zur Freihaltung von intensivmedizinischen Betten mit maschineller Beatmungsmöglichkeit erlaubt den zugelassenen Krankenhäusern der festgelegten Freihaltequote entsprechende Betten für maximal 12 Stunden mit Notfallpatientinnen oder -patienten zu belegen und nach Ablauf von 12 Stunden wieder zur Behandlung bereitzustellen.,False,0,0,0,0
"Wer aus einem Risikogebiet einreist, ist mindestens fünf Tage in Isolation.","Die Absonderung nach § 8 Absatz 1 Satz 1 endet frühestens am fünften Tag nach der Einreise, wenn eine Person über ein negatives Testergebnis in Bezug auf eine Infektion mit dem Coronavirus SARS-CoV-2 auf Papier oder in einem elektronischen Dokument in deutscher, englischer oder französischer Sprache verfügt und sie dieses innerhalb von zehn Tagen nach der Einreise dem zuständigen Gesundheitsamt auf Verlangen unverzüglich vorlegt.",True,1,1,0,1
"Wer aus einem Risikogebiet einreist, ist mindestens fünf Tage in Isolation.",Über die Erhöhung der Reservierungs- und Freihaltequoten nach Absatz 4 und 5 informiert die für Gesundheit zuständige Senatsverwaltung die betroffenen Notfallkrankenhäuser und Notfallzentren.,False,0,0,0,0
"Wer aus einem Risikogebiet einreist, ist mindestens fünf Tage in Isolation.","Personen, die auf dem Land-, See-, oder Luftweg aus dem Ausland in das Land Berlin einreisen und sich zu einem beliebigen Zeitpunkt in den letzten zehn Tagen vor Einreise in einem Risikogebiet im Sinne des Absatzes 4 aufgehalten haben, sind verpflichtet, sich unverzüglich nach der Einreise auf direktem Weg in die Haupt- oder Nebenwohnung oder in eine andere, eine Absonderung ermöglichende Unterkunft zu begeben und sich für einen Zeitraum von zehn Tagen nach ihrer Einreise ständig dort abzusondern; dies gilt auch für Personen, die zunächst in ein anderes Land der Bundesrepublik Deutschland eingereist sind. Den in Satz 1 genannten Personen ist es in diesem Zeitraum nicht gestattet, Besuch von Personen zu empfangen, die nicht ihrem Hausstand angehören. Die unverzügliche Durchreise auf direktem Weg ohne Übernachtung in einem Risikogebiet gilt nicht als Aufenthalt im Sinne von Satz 1.",True,1,1,1,1
